id,latitude,longitude,population
Leggeloo,52.85694444,6.361111111,388181
Mastwijk,52.05416667,4.95,388499
Kolderveen,52.72222222,6.151388889,388960
Oudega,53,5.55,389020
Geesbrug,52.72638889,6.633333333,389263
Wassenaar,52.14583333,4.4,389502
Lelystad Haven,52.5,5.416666667,389594
Heerde,52.38333333,6.05,389974
Looperskapelle,51.73333333,3.866666667,390132
Baalhoek,51.36666667,4.083333333,390134
Kerkeinde,51.81666667,0.066666667,390205
Nieuwland,51.90138889,5,390311
Dokkumer Nieuwe Zijlen,53.31666667,6.15,390534
Ter Lucht,51.92638889,4.266666667,390669
Ranum,53.33333333,0.5,390909
Zelen,51.33333333,5.966666667,390990
Wons,53.08333333,5.416666667,391055
Meerwijck,53.13333333,0.7,391123
Lellens,53.3,0.7,391352
Honderd,53.38333333,0.733333333,391638
Dedemsvaart,52.6,6.45,392658
Langezwaag,52.98333333,6,392793
Bodegraven,52.08194444,4.75,393226
Zuidschermer,52.58333333,4.783333333,393702
Morsche Hoef,51.6,0.083333333,394590
Wolfsbarge,53.11666667,0.716666667,394606
Teerd,53.36666667,6.133333333,395187
Milsbeek,51.73333333,5.95,396052
Asperen,51.9,5.116666667,396498
Broekkant,51.8,5.833333333,396569
Papendrecht,51.83194444,4.683333333,396923
Strepen,51.63333333,0.083333333,397041
Sliffert,51.43333333,0.083333333,397333
Dwarsgracht,52.72361111,6.033333333,397681
Brinkmanshoek,52.08333333,6.5,398120
Uppel,51.78333333,0.066666667,398328
Oetelaar,51.61666667,0.083333333,398436
Overboeicop,51.93611111,5.1,398829
Remmerden,51.97361111,5.533333333,398909
Orvelte,52.84444444,6.659722222,399522
Nessersluis,52.24861111,4.85,399566
Loonse Hoek,51.61666667,0.083333333,399707
Bruggen,51.68333333,0.083333333,399898
Nijehaske,52.96666667,5.9,399980
Eelderwolde,53.17638889,6.543055556,400029
Eesterga,52.86666667,5.733333333,400068
Oud-Maarsseveen,52.15833333,5.083333333,400237
Leeuwte,52.76666667,6.398611111,400277
Santpoort-Zuid,52.41666667,4.633333333,400541
Het Kalf,52.46666667,4.833333333,400699
Welsumerveld,52.31388889,6.083333333,401191
Overakker,51.43333333,0.083333333,401203
Hub,51.31666667,5.966666667,401220
Gerverscop,52.11805556,4.95,401348
Sluis,51.95555556,4.966666667,401356
Gebroek,51.18333333,6,401504
Oosterlittens,53.13333333,5.65,401565
Vollenhove,52.68055556,5.95,402386
Westerend Harich,52.88333333,5.516666667,402399
Noord Deurningen,52.39722222,7.016666667,402537
Hieslum,53.01666667,5.483333333,402804
Slijkplaat,51.38333333,3.6,402872
Giekerkerhoek,53.23333333,5.883333333,403040
Veluwe,51.83333333,5.4,403971
Coldenhove,52.1,6.05,404065
Westzaan,52.46666667,4.766666667,404577
Friezenwijk,51.86666667,5.066666667,404862
Berkeind,51.55,0.083333333,404939
Eikelenbosch,51.41666667,0.066666667,405670
Heidveld,51.48333333,0.083333333,405866
Heitrak,51.36666667,0.083333333,406095
Zundert,51.46666667,0.066666667,406606
De Kade,52.01666667,5.6,407046
Stad aan 't Haringvliet,51.73888889,4.233333333,407051
Heijenrade,50.76666667,5.866666667,407258
Heikant,51.25,4.016666667,407284
Haanwijk,51.65,0.083333333,407577
Wielder,51.45,6.15,407611
Middelbert,53.21666667,0.633333333,407969
Noordhoek,51.63333333,0.066666667,408131
Ratum,51.98333333,6.816666667,408361
Krolhoek,51.68333333,0.083333333,408618
Bissen,50.78333333,5.9,408897
Kooten,53.21666667,6.083333333,408938
Dedgum,53.01666667,5.483333333,408979
Kwadijk,52.53333333,4.983333333,409736
Nieuwstadt,51.03333333,5.866666667,409758
Opperburen,53.13333333,6,410245
Ulfterhoek,51.41666667,6.05,410307
Reuken,50.91666667,5.9,411134
Overa,51.53333333,0.066666667,411846
Schuddebeurs,51.3,4.066666667,411989
Doesburgerbuurt,52.05,5.65,412183
De Rijtjes,51.7,0.083333333,412280
Elsenerbroek,52.2625,6.583333333,412572
Zennewijnen,51.86666667,5.416666667,412786
Sprang-Capelle,51.66666667,0.083333333,412984
Vosseberg,52.98333333,0.033333333,413593
Wissinkhoek,52.06666667,6.466666667,413629
Butterhuizen,52.65,4.816666667,415325
Zaandam,52.45,4.833333333,415374
Hilvarenbeek,51.48333333,0.083333333,415451
Driehuizen,53.05,4.783333333,415471
Losdorp,53.36666667,0.833333333,415960
De Hem,53.13333333,5.683333333,416195
Blokhuizen,52.75,4.833333333,416290
Oud-Reemst,52.05,5.816666667,416424
Rheebruggen,52.78472222,6.3,416639
Wemmenhove,52.6625,6.411111111,416757
Sint Jansklooster,52.67777778,6,417116
Hertme,52.32083333,6.75,417451
Hasjesstraat,51.31666667,3.766666667,417621
Nieuwstad,52.53472222,5.95,417638
Groeze,51.33333333,5.933333333,417742
Vrakker,51.26666667,5.683333333,417924
Wartena,53.15,5.9,418312
Tongeren,51.58333333,0.083333333,418611
Overschot,51.48333333,0.083333333,418868
Zwet,51.86527778,4.55,418974
Heuvelberg,51.58333333,0.083333333,419745
Nieuweschoot,52.93333333,5.933333333,420305
Laak,51.11666667,5.816666667,420505
Veldhoek,52.05,6.416666667,420619
Gulpen,50.81666667,5.9,420810
Diemerbroek,52.05277778,4.85,421049
Zweeloo,52.79444444,6.730555556,421149
Norgervaart,53.00138889,6.488888889,422077
De Hoef,52.20138889,4.8,422178
Vossenpels,51.88333333,5.883333333,422185
Billinghuizen,50.8,5.866666667,422269
Zevenhuizen,53.25,0.666666667,422543
Elst,51.91666667,5.85,422618
Buurtsdijk,52.20138889,5.416666667,423028
De Kolk,52.71111111,6.145833333,423342
Hemert,53.3,0.7,423562
Boord,51.46666667,0.083333333,424001
Niehove,53.28333333,0.366666667,424167
Zwanenburg,52.38333333,4.75,424359
Ponte,51.31666667,3.616666667,424863
Gerwen,51.48333333,0.083333333,425043
Yde,53.11666667,6.593055556,425480
Broekdijk,52.45,5.933333333,425512
Engeland,52.16666667,5.95,425674
Jislum,53.31666667,5.883333333,425794
Hoogblokland,51.875,4.966666667,426639
Gelderse Buurt,52.88333333,4.8,426959
Zwaagdijk-West,52.68333333,5.05,427740
Noordermeer,52.68333333,4.983333333,427878
Hulten,51.56666667,0.066666667,428174
Tienhoven,53.06666667,4.8,428288
Hogebieren,52.76666667,4.85,428329
Garminge,52.81944444,6.625,428751
Aasterberg,51.1,5.85,429004
Grotel,51.51666667,0.083333333,429187
Fromberg,50.85,5.9,429309
Spijk,53.11666667,5.633333333,429336
Noordwolde,53.26666667,0.583333333,429615
Hauwert,52.71666667,5.1,429729
Vries,53.07361111,6.577777778,430334
Ginderdoor,51.53333333,0.083333333,430648
Stork,53.33333333,0.716666667,430668
De Haar,52.96666667,6.534722222,430837
Kreek,51.61666667,0.066666667,431038
Meeren,51.68333333,0.083333333,431369
Hoogstraat,51.35,0.083333333,431409
Tilburen,53.33333333,6.05,432222
Beek,51.83333333,5.933333333,432520
Hobrede,52.55,4.983333333,432559
Diependal,50.76666667,5.916666667,432651
Cillaarshoek,51.77361111,4.533333333,432663
Vrusschemig,50.86666667,5.983333333,432728
Woldendorp,53.26666667,0.016666667,432866
Schipluiden,51.97638889,4.3,433210
Haaldersbroek,52.48333333,4.833333333,433614
Hushoven,51.26666667,5.7,433808
Hoogzand ,53.18333333,6.066666667,434005
Eikelenbosch,51.48333333,6.083333333,434485
Oostbuurt,51.97916667,4.266666667,434733
Sint Maartenszee,52.78333333,4.7,434834
Paasloo,52.8125,6,434921
Het Wild,51.75,0.083333333,434941
Boterveen,52.86388889,6.386111111,436266
Stadse Dijk,51.66666667,0.066666667,436863
Reitsum,53.31666667,5.9,437118
Oostermeer,53.16666667,6.05,437529
Westenesch,52.78611111,6.873611111,437834
Kromme Mijdrecht,52.225,4.816666667,437857
Schillersheide,51.18333333,5.816666667,437888
Hoef,52.25,5.566666667,438217
Kapel-Avezaath,51.88333333,5.383333333,438410
Diepenbroek,51.45,0.083333333,438411
Lakemond,51.95,5.65,438560
Nieuweschild,53.08333333,4.883333333,438922
Driene,52.2625,6.833333333,439031
Boekel,52.58333333,4.75,439306
Frik,52.71666667,4.866666667,439357
Vrouwenakker,52.23333333,4.783333333,439373
Jipsingboermussel,52.91666667,0.033333333,439481
Wierden,52.35972222,6.583333333,439503
Bergambacht,51.93472222,4.783333333,439844
Diepenveen,52.28888889,6.15,440026
Wijster,52.81666667,6.518055556,440092
IJsselham,52.80833333,5.95,440563
Bilderdam,52.2125,4.716666667,440590
Kleinemeer,53.15,0.783333333,440727
Loenen aan de Vecht,52.20972222,5.016666667,440782
Cortenoever,52.1,6.2,441057
Raalte,52.38611111,6.266666667,441817
Geestdorp,52.09722222,4.9,442145
Westerse Bos,52.66944444,6.859722222,442146
Den Westerhuis,52.62777778,6.35,442182
Holk,52.21666667,5.45,443064
Meulunteren,52.1,5.666666667,443838
Huiswaard,52.65,4.75,444171
Aan het Broek,51.13333333,6.083333333,444268
Munnekemoer,52.83333333,0.066666667,444312
Maatsehei,51.61666667,0.083333333,444398
Den Bommel,51.71527778,4.283333333,445081
Scharsterbrug,52.95,5.783333333,445135
Blenkert,51.26666667,5.9,445196
Afferden,51.88333333,5.633333333,445351
Geertruidenberg,51.7,0.066666667,445445
Tynaarlo,53.07777778,6.616666667,445947
Landsmeer,52.43333333,4.916666667,446169
Harpel,53,0.083333333,446795
Maemert,53.15,5.65,447488
Huisseling,51.78333333,0.083333333,447646
Hoog-Buurlo,52.18333333,5.85,447676
Kijfhoek,51.825,4.583333333,447964
Steegsbroek,51.48333333,5.95,448318
Ouwsterhaule,52.93333333,5.816666667,448650
Woerd,51.85,5.55,448992
Alteveer,53.05,0.983333333,450364
Nes,53.45,5.766666667,450465
Scherpenering,51.43333333,0.083333333,450497
Nieuwkuijk,51.68333333,0.083333333,451198
Ommelanderwijk,53.08333333,0.9,451296
Geneneind,51.5,0.083333333,451321
Helkant,51.66666667,0.066666667,451732
Bathmen,52.25,6.283333333,452256
Lochuizen,52.15,6.616666667,452416
Haringhuizen,52.76666667,4.833333333,452649
Aalten,51.93333333,6.583333333,453103
Plantage,51.95,6.216666667,453150
Eind,51.35,0.083333333,453267
Graspeel,51.68333333,0.083333333,453474
Den Ham,53.13333333,0.166666667,453674
Middelharnis,51.75833333,4.15,453742
Holthe,52.84305556,6.538888889,454293
Den Akker,51.9,5.466666667,454311
De Knijpe (De Knipe) ,52.96666667,5.966666667,454439
Ropta,53.36666667,6.066666667,454729
Collendoorn,52.59444444,6.6,454877
Lageland,53.23333333,0.7,455051
Bernsterburen,53.1,5.733333333,455733
Ommen,52.52083333,6.416666667,455810
Schouwen,53.31666667,0.433333333,456442
Weeg,51.63333333,0.083333333,456523
Drogteropslagen,52.62222222,6.498611111,456537
Eerbeek,52.1,6.066666667,456565
Gersloot,53,5.966666667,456794
Bargen,53.08333333,4.833333333,457027
Rijkel,51.25,6.016666667,457195
Midsburen,53.15,5.883333333,457230
Veulen,51.48333333,5.95,457331
Schenkeldijk,51.74166667,4.6,458253
Fons,53.15,5.716666667,458567
Grazen,51.48333333,0.066666667,458572
Wijtgaard,53.15,5.8,458574
De Kouk,51.25,5.9,458588
Borssele,51.41666667,3.733333333,459036
Wommels,53.11666667,5.583333333,459322
Bronsbergen,52.11666667,6.2,459457
Terwinselen,50.86666667,6.033333333,459847
Manderveen,52.44444444,6.766666667,460065
Dijken,52.95,5.716666667,460415
Haerst,52.54166667,6.133333333,460785
Drie,52.26666667,5.683333333,460940
Balinge,52.81111111,6.629166667,460944
Tuuthees,51.6,0.083333333,461361
De Baan,51.71666667,0.066666667,461544
Eefsele,52.03333333,6.6,461568
Collendoornerveen,52.59305556,6.583333333,461619
Oudendijk,51.8,0.066666667,461625
Wezuperbrug,52.84027778,6.719444444,461674
De Klei,52.22083333,4.433333333,462039
Molenhof,51.48333333,0.083333333,462104
Monnickendam,52.46666667,5.033333333,462438
Everlo,51.33333333,5.983333333,462461
Beneden-Haastrecht,52.00138889,4.75,462717
Kinnum,53.38333333,5.283333333,463029
Molenvliet,51.53333333,4.2,463516
Rijswijk,52.04444444,4.316666667,464000
Steenenkamer,52.25,6.15,464160
Schoolbuurt,52.25694444,6.516666667,464254
Veenoord,52.71527778,6.841666667,464476
Marolleput,51.35,3.483333333,464754
Eldik,51.91666667,5.6,464812
De Weerd,51.21666667,5.966666667,465074
Steenbergen,52.68055556,6.429166667,465153
Lettele,52.27777778,6.266666667,465311
Koehool,53.25,5.533333333,465332
Lieren,52.16666667,6,465434
Gieterveen,53.02777778,6.8375,465679
Mantgum,53.13333333,5.716666667,465803
Altforst,51.85,5.566666667,466079
Voorst,52.16666667,6.15,466117
Heino,52.43472222,6.233333333,466231
Molenaarsgraaf,51.875,4.816666667,466233
Hout,51.4,0.083333333,467288
Waarde,51.41666667,4.066666667,467914
Brumhold,51.26666667,5.966666667,468234
Berlikum ,53.25,5.65,468848
Diever,52.85416667,6.318055556,468868
Driehuizen,51.5,0.083333333,468894
Mingersberg,50.85,5.95,468949
Heuveltje,51.58333333,0.083333333,469257
Kromwal,53.11666667,5.666666667,469386
Lisserbroek,52.25,4.566666667,469744
Genooi,51.4,6.166666667,469804
Brielle,51.90138889,4.15,470000
Schoot,51.4,0.083333333,470448
De Overval,51.58333333,0.066666667,470454
Stokhem,50.83333333,5.883333333,470503
Engbergen,51.88333333,6.4,470678
Molenschot,51.56666667,0.066666667,470885
Wagenborgen,53.25,0.933333333,471861
Zevenhuizen,53.08333333,4.883333333,472697
Koelveen,52.65555556,6.938888889,473135
Wachtum,52.725,6.75,474357
Voorste Diesdonk,51.41666667,0.083333333,474517
Goor,52.23333333,6.583333333,474529
Zaamslag,51.31666667,3.916666667,474737
Jaarsveld,51.96944444,4.966666667,475158
Berghuizen,52.45,6.083333333,475310
Didam,51.93333333,6.133333333,475391
Retersbeek,50.88333333,5.916666667,475475
Lammerweg,52.96666667,0.15,475569
Noordeinde,52.01666667,4.483333333,475697
Luttelgeest,52.75,5.85,475878
Den Haag (The Hague),52.07638889,4.283333333,475926
Assen,52.99722222,6.5625,476010
Dekkershuizen,53.4,0.833333333,476174
Hitzum,53.16666667,5.516666667,476300
Vijfhoek,51.3,4,476516
Dijk,51.4,0.083333333,476554
Helle,50.78333333,5.933333333,476569
Peperga,52.83333333,6.083333333,476902
Bullenkamp,51.78333333,5.783333333,477405
Alverna,51.8,5.766666667,477666
Kranenbroek,51.45,0.083333333,477714
Renswoude,52.07361111,5.533333333,477862
Persingen,51.83333333,0.916666667,477926
Middenvaart,52.85,5.783333333,477994
Leeuwarden,53.2,5.783333333,478097
Leusden-Zuid,52.11805556,5.4,478100
Holtien,52.84722222,6.397222222,478356
Croy,51.48333333,0.083333333,478630
Groot Loo,51.48333333,0.083333333,478774
Hoek,51.65,0.083333333,478882
Gever,51.58333333,0.083333333,478897
Witveen,53.16666667,6.1,480286
De Houw,53.35,0.35,480514
Middenbeemster,52.55,4.916666667,480647
Bakel,51.5,0.083333333,480909
Lottum,51.46666667,6.166666667,480936
Dijkum,53.36666667,0.733333333,481353
Heidenhoek,51.98333333,6.35,481715
Rohel,53.21666667,6.15,481771
Hayum,53.1,5.416666667,481826
Vledder,52.85555556,6.208333333,481838
Winkel,51.6,0.083333333,482100
Bruggenhoek,52.53333333,6.133333333,482449
Delft,52.00694444,4.35,482746
De Blesse,52.83333333,6.05,483536
Dashorst,52.11666667,5.483333333,484103
Verhoven,51.55,0.066666667,484330
Limmen,52.56666667,4.683333333,484503
Vijfhuizen,52.35,4.683333333,485563
Overeys,50.83333333,5.95,485640
Teeffelen,51.78333333,0.083333333,485930
Kaag,52.21388889,4.55,486008
Nieuwland,51.48333333,3.65,486524
Baakhoven,51.06666667,5.833333333,486560
Sotterum,53.06666667,5.483333333,486591
Vleet,51.45,0.066666667,487528
Sluiskil,51.28333333,3.833333333,487759
Westerhaar-Vriezenveensewijk,52.45555556,6.616666667,487896
Overbroek,51.5,5.983333333,488326
Houtdijken,52.10694444,4.916666667,489125
Groot-Genhout,50.93333333,5.833333333,489141
Bergen aan Zee,52.66666667,4.633333333,489187
Boven-Leeuwen,51.88333333,5.55,489642
Oosterboorn,53.05,5.933333333,490385
Oldenklooster,53.35,0.85,490515
Alphen aan den Rijn,52.13472222,4.65,490633
Jabeek,50.98333333,5.933333333,490662
Nijmegen,51.83333333,5.866666667,490712
Nijstad,52.70833333,6.408333333,490756
Oostindië,53.13333333,0.366666667,491039
De Vorst,51.4,6.05,491166
Formerum,53.38333333,5.316666667,491322
Tonden,52.13333333,6.133333333,491371
Smal,51.61666667,6.05,492118
Duizend Morgen,51.8,0.083333333,492184
Kesteren,51.93333333,5.566666667,492493
Wilsveen,52.075,4.416666667,492539
't Wad,52.8,4.833333333,493275
Bovenknijpe,52.96666667,5.983333333,493361
Greonterp,53.01666667,5.516666667,493364
Jonkershuizen,53.03333333,5.516666667,493415
Loveren,51.65,0.083333333,493588
Hoogedijk,51.33333333,3.766666667,493738
Heide,51.93333333,6.166666667,494214
Ohé,51.11666667,5.85,494337
Oude Pekela,53.1,0.1,494470
Maagd van Gent,51.28333333,3.683333333,494619
Toterfout,51.41666667,0.083333333,494655
Windas,51.9375,4.383333333,494838
Cadzand,51.36666667,3.4,495364
Warstiens,53.16666667,5.866666667,495492
Finsterwolde,53.18333333,0.083333333,495509
Uitdam,52.41666667,5.066666667,495535
Eiland,51.13333333,5.866666667,495754
Erm,52.75555556,6.816666667,496022
Bergschenhoek,51.99027778,4.483333333,496160
Rijsoord,51.85,4.583333333,496416
Garderbroek,52.16666667,5.666666667,496709
Diphoorn,52.77083333,6.819444444,496774
Hunnecum,50.91666667,5.866666667,496818
"Tienhoven, Stichtse Vecht",52.16527778,5.083333333,497178
Ossenisse,51.38333333,3.983333333,498220
Sjungadijk,53.1,5.533333333,498342
Hankate,52.43472222,6.433333333,498625
Mullegen,52.43333333,5.933333333,498760
Twekkelo,52.22916667,6.8,499121
Hoenkoop,52.00138889,4.833333333,499147
Nes,52.8,4.833333333,499339
Aagtdorp,52.68333333,4.7,499782
Ophemert,51.85,5.383333333,499942
Dingen,53.35,0.5,500126
Gasselternijveenschemond Tweede Dwarsdiep,52.99722222,6.895833333,500168
Willemstad,53.13333333,0.283333333,500184
Rustenburg,52.63333333,4.883333333,500588
Gijbeland,51.87916667,4.816666667,500611
Petersburg,53.03333333,6.216666667,500677
Ravensgat,51.48333333,0.083333333,501225
Sprokkelbosch,51.71666667,0.083333333,501237
Etten,51.91666667,6.333333333,501699
Zuiderend,53.08333333,5.816666667,501713
Eldrik,51.98333333,6.183333333,502439
De Hees,51.36666667,0.083333333,502845
Nuinhof,50.91666667,5.883333333,502918
Oud-Kamerik,52.1375,4.9,503357
Assendorp,52.4,6.066666667,503498
IJpecolsga,52.93333333,5.6,503522
Wie,53.38333333,6.033333333,504264
Haskerhorne,52.95,5.833333333,504988
Zaanstad,52.45,4.833333333,505015
Keizerrijk,51.33333333,3.966666667,505082
Kommerzijl,53.28333333,0.316666667,505250
Hooilanden,52.16666667,6.033333333,505288
Schapenbout,51.28333333,3.883333333,505559
Eijsden,50.78333333,5.7,505854
Vlotbrug [nl],51.83611111,4.133333333,505953
Dijkhoek,52.1,6.516666667,505987
Graafland,51.925,4.85,506001
Noukoop,52.03611111,4.416666667,506107
Herongerberg,51.38333333,6.216666667,506355
Raam,51.61666667,0.083333333,506818
Remswerd,53.05,5.55,507123
Hee,53.38333333,5.25,507149
Meterik,51.45,6.033333333,507303
Zuurdijk,53.33333333,0.366666667,507304
Arriën,52.52638889,6.433333333,507317
Startwijk,51.65,0.083333333,507595
Wetering,52.7625,5.983333333,507629
Vlengendaal,50.81666667,6,507728
Snorrenhoef,52.12777778,5.466666667,507873
Borgsweer,53.28333333,0.1,507929
De Posthoorn,51.51666667,0.066666667,508142
Tervoorst,50.91666667,5.866666667,508578
Oisterwijk,51.56666667,0.083333333,508619
Zoeke,52.3375,6.8,508704
Snijders-Chaam,51.51666667,0.066666667,509132
Schouwerzijl,53.31666667,0.45,509133
Vuilendam,51.875,4.833333333,509241
Koningsbuurt,53.16666667,5.433333333,509290
Withuis,50.76666667,5.716666667,509382
De Pollen,52.43333333,6.65,509713
Mantinge,52.80416667,6.615277778,509983
Bolnes,51.89583333,4.566666667,510308
Sasput,51.36666667,3.6,510579
Lies,51.56666667,0.066666667,511047
Notendaal,51.58333333,0.066666667,511438
Marrum,53.33333333,5.8,511778
Ubbergen,51.83333333,5.916666667,511789
Dodewaard,51.91666667,5.65,512331
Beerze,52.51388889,6.516666667,512659
Vuchtschoot,51.55,0.066666667,513043
Klooster,51.51666667,0.066666667,513217
Beerta,53.16666667,0.083333333,513490
Beemdkant,51.51666667,0.083333333,513643
Menaldum,53.21666667,5.666666667,513756
Staveren,52.88333333,5.366666667,513771
Limmerkoog,52.55,4.716666667,513779
Voorne,51.81666667,5.416666667,514059
De Wind,51.56666667,0.083333333,514221
Heenweg,51.98194444,4.166666667,514536
Katwoude,52.46666667,5.05,514558
Twijzel,53.23333333,6.1,514733
Den Haag,52.078663,4.288788,514861
Aalsmeer,52.26666667,4.766666667,514877
Boven-Haastrecht,52.00833333,4.783333333,515064
Nieuwolda,53.23333333,0.966666667,515334
Witten,52.98055556,6.516666667,515403
Watergang,52.43333333,4.95,515578
Nachtegaal,51.51666667,6.133333333,515623
Terheijden,51.63333333,0.066666667,515793
Zuuk,52.33333333,6,516272
Oostwoud,52.73333333,5.083333333,517191
Niuwesluis,52.83333333,4.9,517209
Plein,51.65,0.083333333,517229
Noordwijk,52.68333333,6.295833333,517851
Botshoofd,51.55,4.233333333,518142
Zwingelspaan,51.65,0.066666667,518638
Woudrichem,51.8,0.083333333,518939
Flansum ,53.08333333,5.766666667,519191
Vreewijk,51.43333333,0.083333333,519199
Den Deijl,52.1375,4.4,519581
Dunsborg,52.03333333,6.316666667,519600
Aan de Zuwe,52.17222222,4.9,519794
Wognum,52.68333333,5.033333333,519842
De Lutte,52.31388889,6.983333333,520201
De Hoef,51.66666667,0.083333333,520306
Oud-Beijerland,51.82361111,4.4,520391
't Horntje,53,4.783333333,520596
Hoeves,51.6,0.083333333,520852
Oost,53.1,4.9,520984
Libeek,50.78333333,5.766666667,521061
Nieuwstad,52.45,5.833333333,521386
Reuver,51.28333333,6.083333333,521800
Kinkhoven,51.25,5.983333333,522498
Borger,52.92361111,6.793055556,522509
Ten Post,53.28333333,0.716666667,522633
Harles,50.78333333,5.983333333,522681
Janssenstichting,53.05,6.266666667,522784
Doonheide,51.56666667,0.083333333,522838
Lemselo,52.33888889,6.883333333,522839
Quabeek,50.96666667,5.933333333,522966
Bijsteren,52.26666667,5.583333333,523265
Nagelbeek,50.93333333,5.866666667,523483
Elde,51.61666667,0.083333333,523556
Grootebroek,52.7,5.216666667,524021
Westbroek,52.15,5.116666667,524022
Lankhorst,52.67777778,6.216666667,524028
Grote Melm,52.19166667,5.3,524050
Zuidzande,51.33333333,3.45,524139
Heiligeboom,51.53333333,0.083333333,524182
Visdonk,51.5,0.066666667,525566
Graetheide,51.01666667,5.8,526378
Grolloo,52.93472222,6.672222222,526386
Borteldonk,51.5,0.066666667,527076
Westwoud,52.68333333,5.133333333,527136
Zuidzijde,51.78194444,4.35,527187
Holsloot,52.72777778,6.802777778,527349
Bergerden,51.91666667,5.916666667,527414
Beetsterzwaag,53.05,6.083333333,527510
Locht,50.85,6.016666667,527518
"De Beek, Apeldoorn",52.25,5.75,527600
Kamperland,51.56666667,3.7,527994
Zoeterwoude-Rijndijk,52.14166667,4.516666667,528023
Elshout,51.5,6.083333333,528249
Jipsingboertange,52.95,0.1,528570
Knikkerdorp,51.55,6.116666667,528945
Harbrinkhoek,52.38472222,6.716666667,528951
Schagerbrug,52.8,4.766666667,529824
Westergeest,53.03333333,4.816666667,530193
Mill,51.68333333,0.083333333,531013
Isabellahaven,51.28333333,3.716666667,531283
Lutjelollum,53.16666667,5.566666667,532068
Lubbinge,52.69027778,6.430555556,532176
Zevender,51.95694444,4.866666667,532226
Scharmer,53.2,0.7,532286
Zevenbergschen Hoek,51.66666667,0.066666667,532522
Gortel,52.31666667,5.9,532810
Lauwerzijl,53.3,0.283333333,533356
De Meele,52.5875,6.25,533705
Plakkebord,51.3,3.55,534070
Ter Apel,52.86666667,0.05,534206
Sterrenberg,52.11388889,5.266666667,534481
Reutje,51.13333333,6.016666667,534580
Hooidonk,51.5,0.083333333,534609
Bato's Erf,52.21666667,5.65,534775
Heuvel,51.3,0.083333333,535079
Den Treek,52.10416667,5.383333333,535404
Vilsteren,52.51111111,6.35,535411
Birdaard ,53.3,5.883333333,535537
Elzet,50.78333333,5.933333333,535934
Reuzenhoek,51.33333333,3.916666667,536466
Ruurlosche Broek,52.05,6.483333333,536704
Teroele,52.93333333,5.7,537173
Tonnekreek,51.66666667,0.066666667,537262
Bandsloot,52.85,5.816666667,537288
Lemele,52.45277778,6.4,537352
Noord,51.65,0.083333333,537792
Zandberg,51.95,5.35,537978
Gorredijk,53,6.066666667,538183
Sluis,51.31666667,3.383333333,538282
Loo,51.66666667,0.083333333,538500
Arriërveld,52.56388889,6.433333333,538580
Basse,52.80416667,6.016666667,538743
Loo,52.11666667,6.683333333,538794
Krommenhoeke,51.51666667,3.533333333,538892
Haag,51.51666667,5.916666667,538899
Sint Maartensvlotbrug,52.78333333,4.716666667,539448
Pietersbierum,53.21666667,5.483333333,539458
Kuilenrode,51.38333333,0.083333333,539615
Groenewoud,51.51666667,0.083333333,539622
Oudemirdum,52.85,5.533333333,539937
Vosseburen,53.01666667,6.116666667,540316
Sint Isidorushoeve,52.17638889,6.7,540391
Junne,52.51944444,6.483333333,540669
Kalenberg,52.73888889,6.438888889,541488
Beek,51.9,6.183333333,541492
Lutjegast,53.23333333,0.25,541873
De Looi,51.7,6.016666667,541895
Bovenkerk,51.975,4.783333333,542010
Brandeburen,52.95,5.5,542280
Gerven,52.21666667,5.6,542340
De Heuvel,51.38333333,0.083333333,542350
Ellemeet,51.73333333,3.816666667,542543
Hornhuizen,53.38333333,0.35,542738
Hijum,53.3,5.766666667,542882
Terhorne,53.03333333,5.783333333,543127
Kesseleik,51.28333333,6.016666667,543256
Aarle-Rixtel,51.5,0.083333333,543262
Heerendonk,51.5,0.083333333,543516
De Zandloper,52.9,4.716666667,543568
Grootegast,53.2,0.266666667,543809
De Beek,51.41666667,0.083333333,543920
Dalem,51.35,0.083333333,543982
Rhoon,51.85694444,4.416666667,544151
Haps,51.68333333,0.083333333,544306
Kubaard,53.11666667,5.566666667,544306
Baarle-Nassau,51.43333333,0.066666667,544609
Benderse,52.77916667,6.368055556,544800
Heimansbuurt,52.16111111,4.633333333,544812
Groot Wetsinge,53.3,0.516666667,544847
Scherpenzeel,52.08333333,5.483333333,544862
Ospel,51.3,5.8,545050
Etersheim,52.58333333,5.016666667,546128
Heide,52.93333333,5.766666667,546297
Zwartschaap,52.75833333,6.505555556,546499
Wittebrink,52,6.283333333,546731
Klef,51.5,0.083333333,546964
Haspel,52.03194444,5.516666667,547296
Broekheurne,52.18055556,6.866666667,547632
Noorderhoogebrug,53.23333333,0.566666667,547981
Nutter,52.425,6.866666667,548460
Oudemolen,51.65,0.066666667,548705
Groote Horst,51.63333333,6.083333333,548735
Helwerd,53.38333333,0.616666667,550313
Franekeradeel,53.25,6.15,550940
De Hees,51.41666667,6,551062
Hei,51.18333333,5.7,551112
Aardam,52.16583333,4.7,551248
Den Ham,52.46527778,6.483333333,551345
Kerkeburen,53.08333333,5.783333333,551389
Nijensleek,52.83333333,6.158333333,551402
Stolpervlotbrug,52.81666667,4.733333333,551516
Terbregge,51.95555556,4.516666667,551670
Laak,51.83333333,5.616666667,551814
Beemte,52.25,6,551914
Noordwijk aan Zee,52.24305556,4.433333333,551930
